HOG	OG	Gene Tree Parent Clade	LE17_10A	LE17_20C	LE18_22.4.newname	LE19_10.1C	LE19_114.1A	LE19_12.1	LE19_131.1	LE19_195.1	LE19_196.1	LE19_197	LE19_251	LE19_281	LE19_338.1	LE19_388.1C	LE19_4.1A	LE19_41.2	LE19_55.1	LE19_8.1	LE19_84.1	LE19_98.1
N1.HOG0000192	OG0000132	n0			ctg639_6|hypothetical	ctg46_1|hypothetical								ctg326_1|hypothetical	O9326_03850|hypothetical	ctg35_26|hypothetical		O9290_26390|hypothetical			O9324_03970|hypothetical	
N1.HOG0000193	OG0000133	n0			ctg639_20|hypothetical	ctg46_17|hypothetical										ctg35_11|hypothetical		O9290_26310|hypothetical	O9299_05490|hypothetical		O9324_11545|hypothetical	O9336_11280|hypothetical
N1.HOG0000194	OG0000134	n0			ctg11_2|biosynthetic	ctg456_2|biosynthetic							O9338_07815|biosynthetic		O9326_07125|biosynthetic	ctg234_4|biosynthetic		O9290_20215|biosynthetic-additional			O9324_24160|biosynthetic	
N1.HOG0000195	OG0000135	n0			ctg11_3|hypothetical	ctg456_3|hypothetical							O9338_07820|hypothetical		O9326_07130|hypothetical	ctg234_9|hypothetical, ctg234_5|hypothetical					O9324_24155|hypothetical	
N1.HOG0000196	OG0000136	n0			ctg11_4|biosynthetic	ctg456_4|biosynthetic							O9338_07825|biosynthetic		O9326_07135|biosynthetic	ctg234_10|biosynthetic, ctg234_6|biosynthetic					O9324_24150|biosynthetic	
N1.HOG0000197	OG0000137	n0			ctg212_19|biosynthetic-additional	ctg432_18|biosynthetic-additional	ctg136_13|biosynthetic-additional					ctg166_14|biosynthetic-additional, ctg21_22|biosynthetic-additional	O9338_03095|biosynthetic-additional									
N1.HOG0000198	OG0000138	n0	ctg10_20|hypothetical			ctg202_24|hypothetical	ctg64_49|hypothetical					ctg180_40|hypothetical	O9338_09315|hypothetical				ctg86_10|hypothetical					
N1.HOG0000199	OG0000139	n0	ctg60_5|hypothetical					O9329_03610|hypothetical				ctg109_11|hypothetical, ctg269_4|hypothetical					ctg21_5|hypothetical	O9290_07560|hypothetical				
N1.HOG0000200	OG0000140	n0	ctg114_3|hypothetical				ctg180_5|hypothetical	O9329_03625|hypothetical				ctg269_7|hypothetical					ctg125_3|hypothetical					
N1.HOG0000201	OG0000141	n0	ctg68_14|hypothetical		ctg489_1|hypothetical, ctg358_17|hypothetical		ctg36_19|hypothetical								O9326_22435|hypothetical	ctg148_4|hypothetical						
N1.HOG0000202	OG0000142	n0	ctg52_35|hypothetical			ctg432_17|hypothetical	ctg136_11|hypothetical			O9300_08570|hypothetical		ctg21_23|hypothetical	O9338_03090|hypothetical									
N1.HOG0000203	OG0000143	n0	ctg31_21|hypothetical			ctg725_4|hypothetical	ctg151_18|hypothetical						O9338_19580|hypothetical				ctg188_21|hypothetical	O9290_00355|hypothetical				
N1.HOG0000204	OG0000144	n0	ctg35_67|hypothetical			ctg682_9|hypothetical									O9326_10365|hypothetical	ctg160_22|hypothetical	ctg168_11|hypothetical	O9290_15755|hypothetical				
N1.HOG0000205	OG0000145	n0	ctg35_72|hypothetical												O9326_11045|hypothetical, O9326_10385|hypothetical	ctg160_26|hypothetical	ctg168_6|hypothetical	O9290_15775|hypothetical				
N1.HOG0000206	OG0000146	n0	ctg35_73|hypothetical												O9326_11040|hypothetical, O9326_10390|hypothetical	ctg160_27|hypothetical	ctg168_5|hypothetical	O9290_15780|hypothetical				
N1.HOG0000207	OG0000147	n0	ctg156_6|hypothetical				ctg221_14|hypothetical										ctg25_2|hypothetical, ctg25_10|hypothetical		O9299_01390|hypothetical			O9336_07360|hypothetical
N1.HOG0000208	OG0000148	n0	ctg38_35|biosynthetic-additional				ctg109_23|biosynthetic-additional					ctg93_14|biosynthetic-additional				ctg221_8|biosynthetic-additional	ctg3_35|biosynthetic-additional				O9324_03675|biosynthetic-additional	
N1.HOG0000209	OG0000149	n0		ctg80_9|hypothetical						O9300_05635|hypothetical		ctg166_29|hypothetical								O9334_13460|hypothetical	O9324_11155|hypothetical	
N1.HOG0000210	OG0000150	n0		ctg55_21|biosynthetic-additional				O9329_17485|hypothetical		O9300_03800|biosynthetic-additional		ctg151_19|biosynthetic-additional								O9334_10075|biosynthetic-additional		
N1.HOG0000211	OG0000151	n0		ctg55_22|hypothetical				O9329_17490|hypothetical		O9300_03805|hypothetical		ctg151_20|hypothetical								O9334_10080|hypothetical		
N1.HOG0000212	OG0000152	n0		ctg196_4|biosynthetic-additional		ctg645_8|biosynthetic-additional							O9338_06835|biosynthetic-additional					O9290_07540|biosynthetic-additional		O9334_21260|biosynthetic-additional		
N1.HOG0000213	OG0000153	n0		ctg196_5|hypothetical		ctg645_7|hypothetical							O9338_06830|hypothetical					O9290_07535|hypothetical		O9334_21265|hypothetical		
N1.HOG0000214	OG0000154	n0		ctg196_7|biosynthetic-additional		ctg645_6|biosynthetic-additional							O9338_06825|biosynthetic-additional					O9290_07530|biosynthetic-additional		O9334_21270|biosynthetic-additional		
N1.HOG0000215	OG0000155	n0		ctg196_10|hypothetical		ctg645_3|hypothetical							O9338_06810|hypothetical					O9290_07515|hypothetical		O9334_21285|hypothetical		
N1.HOG0000216	OG0000156	n0		ctg196_11|hypothetical		ctg645_2|hypothetical							O9338_06805|hypothetical					O9290_07510|hypothetical		O9334_21290|hypothetical		
N1.HOG0000217	OG0000157	n0		ctg68_3|hypothetical		ctg148_21|hypothetical									O9326_23815|hypothetical	ctg122_13|hypothetical		O9290_01005|hypothetical		O9334_10500|hypothetical		
N1.HOG0000218	OG0000158	n0		ctg68_8|hypothetical		ctg148_15|hypothetical, ctg148_16|hypothetical										ctg122_18|hypothetical		O9290_01030|hypothetical		O9334_10525|hypothetical		
N1.HOG0000219	OG0000159	n0		ctg217_17|hypothetical		ctg217_6|hypothetical							O9338_16140|hypothetical					O9290_18890|hypothetical		O9334_00285|hypothetical		
N1.HOG0000220	OG0000160	n0		ctg217_19|biosynthetic-additional		ctg217_4|biosynthetic-additional							O9338_16150|biosynthetic-additional					O9290_18880|biosynthetic-additional		O9334_00275|biosynthetic-additional		
N1.HOG0000221	OG0000161	n0			ctg639_22|hypothetical	ctg46_19|hypothetical										ctg35_9|hypothetical		O9290_26300|hypothetical	O9299_05480|hypothetical			O9336_11270|hypothetical
N1.HOG0000222	OG0000162	n0			ctg639_23|hypothetical	ctg46_20|hypothetical										ctg35_8|hypothetical		O9290_26295|hypothetical	O9299_05475|hypothetical			O9336_11265|hypothetical
N1.HOG0000223	OG0000163	n0			ctg639_24|hypothetical	ctg46_21|hypothetical										ctg35_7|hypothetical		O9290_26290|hypothetical	O9299_05470|hypothetical			O9336_11260|hypothetical
N1.HOG0000224	OG0000164	n0			ctg639_25|hypothetical	ctg46_22|hypothetical										ctg35_6|hypothetical		O9290_26285|hypothetical	O9299_05465|hypothetical			O9336_11255|hypothetical
N1.HOG0000225	OG0000165	n0			ctg639_26|hypothetical	ctg46_23|hypothetical										ctg35_4|hypothetical		O9290_26280|hypothetical	O9299_05460|hypothetical			O9336_11250|hypothetical
N1.HOG0000226	OG0000166	n0			ctg212_18|hypothetical	ctg432_19|hypothetical	ctg136_14|hypothetical					ctg21_21|hypothetical	O9338_03100|hypothetical									
N1.HOG0000227	OG0000167	n0				ctg725_20|hypothetical	ctg151_8|hypothetical						O9338_19515|hypothetical		O9326_10020|hypothetical	ctg304_15|hypothetical					O9324_00115|hypothetical	
N1.HOG0000228	OG0000168	n0				ctg104_9|hypothetical							O9338_13710|hypothetical					O9290_00605|hypothetical	O9299_10845|hypothetical		O9324_19145|hypothetical	O9336_14560|hypothetical
N1.HOG0000229	OG0000169	n0				ctg104_10|hypothetical							O9338_13715|hypothetical					O9290_00600|hypothetical	O9299_10840|hypothetical		O9324_19150|hypothetical	O9336_14565|hypothetical
N1.HOG0000230	OG0000170	n0				ctg104_11|hypothetical							O9338_13720|hypothetical					O9290_00595|hypothetical	O9299_10835|hypothetical		O9324_19155|hypothetical	O9336_14570|hypothetical
N1.HOG0000231	OG0000171	n0				ctg104_12|hypothetical							O9338_13725|hypothetical					O9290_00590|hypothetical	O9299_10830|hypothetical		O9324_19160|hypothetical	O9336_14575|hypothetical
N1.HOG0000232	OG0000172	n0				ctg46_24|hypothetical						ctg180_44|hypothetical				ctg35_3|hypothetical		O9290_26275|hypothetical	O9299_05445|hypothetical			O9336_11235|hypothetical
N1.HOG0000233	OG0000173	n0				ctg46_25|hypothetical						ctg109_20|biosynthetic-additional				ctg35_2|hypothetical		O9290_26265|hypothetical	O9299_05435|hypothetical			O9336_11225|hypothetical
N1.HOG0000234	OG0000174	n0				ctg202_16|hypothetical							O9338_09275|hypothetical		O9326_22470|hypothetical	ctg148_13|hypothetical			O9299_06700|hypothetical			O9336_08050|hypothetical
N1.HOG0000235	OG0000175	n0					ctg221_22|biosynthetic	O9329_20015|biosynthetic				ctg5_4|biosynthetic				ctg251_2|biosynthetic			O9299_01355|biosynthetic			O9336_07330|biosynthetic
N1.HOG0000236	OG0000176	n0					ctg221_23|biosynthetic	O9329_20020|biosynthetic				ctg5_5|biosynthetic				ctg251_1|biosynthetic			O9299_01350|biosynthetic			O9336_07325|biosynthetic
N1.HOG0000237	OG0000177	n0					ctg151_21|hypothetical	O9329_22590|hypothetical				ctg327_25|hypothetical, ctg327_24|hypothetical							O9299_05585|hypothetical			O9336_11375|hypothetical
N1.HOG0000238	OG0000178	n0												ctg206_1|biosynthetic-additional, ctg1684_2|biosynthetic-additional, ctg1209_15|biosynthetic, ctg1209_14|biosynthetic, ctg1209_36|biosynthetic, ctg49_4|biosynthetic								
N1.HOG0000239	OG0000179	n0	ctg10_28|transport				ctg64_55|transport									ctg194_4|transport	ctg86_4|transport					
N1.HOG0000240	OG0000180	n0	ctg10_31|hypothetical					O9329_10150|hypothetical				ctg14_1|hypothetical, ctg108_1|hypothetical					ctg86_1|hypothetical					
N1.HOG0000241	OG0000181	n0	ctg60_4|hypothetical			ctg725_21|hypothetical						ctg105_10|hypothetical	O9338_19510|hypothetical				ctg21_4|hypothetical					
N1.HOG0000242	OG0000182	n0	ctg114_9|hypothetical									ctg180_59|hypothetical		ctg326_2|hypothetical			ctg125_9|hypothetical				O9324_03965|hypothetical	
N1.HOG0000243	OG0000183	n0	ctg68_24|biosynthetic				ctg36_8|biosynthetic				O9275_21140|biosynthetic	ctg109_3|biosynthetic										
N1.HOG0000244	OG0000184	n0	ctg68_32|biosynthetic-additional				ctg36_1|biosynthetic-additional					ctg109_10|biosynthetic-additional			O9326_06145|biosynthetic-additional	ctg148_17|biosynthetic-additional						
N1.HOG0000245	OG0000185	n0	ctg52_50|biosynthetic-additional		ctg212_36|biosynthetic-additional	ctg432_2|biosynthetic-additional					O9275_17030|hypothetical		O9338_03015|biosynthetic-additional									
N1.HOG0000246	OG0000186	n0	ctg35_58|hypothetical								O9275_01120|hypothetical				O9326_10325|hypothetical	ctg160_14|hypothetical	ctg168_20|hypothetical					
N1.HOG0000247	OG0000187	n0	ctg156_11|hypothetical			ctg217_1|hypothetical							O9338_16165|hypothetical			ctg188_9|hypothetical		O9290_07600|hypothetical				
N1.HOG0000248	OG0000188	n0	ctg38_33|hypothetical				ctg109_21|hypothetical									ctg194_2|hypothetical	ctg3_33|hypothetical					
N1.HOG0000249	OG0000189	n0	ctg38_51|hypothetical	ctg161_35|hypothetical			ctg109_38|hypothetical										ctg3_50|hypothetical				O9324_10485|biosynthetic-additional	
N1.HOG0000250	OG0000190	n0		ctg217_1|hypothetical, ctg80_1|hypothetical, ctg68_1|hypothetical																O9334_00370|hypothetical, O9334_10490|hypothetical		
N1.HOG0000251	OG0000191	n0		ctg80_7|hypothetical																O9334_13450|hypothetical	O9324_10800|hypothetical, O9324_11165|hypothetical	
N1.HOG0000252	OG0000192	n0		ctg80_14|hypothetical, ctg80_18|hypothetical								ctg166_34|hypothetical								O9334_13485|hypothetical, O9334_13505|hypothetical		
N1.HOG0000253	OG0000193	n0		ctg55_13|hypothetical						O9300_03760|hypothetical		ctg151_11|hypothetical								O9334_10035|hypothetical		
N1.HOG0000254	OG0000194	n0		ctg55_14|transport						O9300_03765|transport		ctg151_12|transport								O9334_10040|transport		
N1.HOG0000255	OG0000195	n0		ctg55_15|hypothetical						O9300_03770|hypothetical		ctg151_13|hypothetical								O9334_10045|hypothetical		
N1.HOG0000256	OG0000196	n0		ctg55_17|hypothetical						O9300_03780|hypothetical		ctg151_15|hypothetical								O9334_10055|hypothetical		
N1.HOG0000257	OG0000197	n0		ctg55_18|hypothetical						O9300_03785|hypothetical		ctg151_16|hypothetical								O9334_10060|hypothetical		
N1.HOG0000258	OG0000198	n0		ctg55_19|hypothetical						O9300_03790|hypothetical		ctg151_17|hypothetical								O9334_10065|hypothetical		
N1.HOG0000259	OG0000199	n0		ctg55_20|hypothetical						O9300_03795|hypothetical		ctg151_18|hypothetical								O9334_10070|hypothetical		
N1.HOG0000260	OG0000200	n0		ctg55_46|hypothetical															O9299_17950|hypothetical	O9334_10200|hypothetical		O9336_14805|hypothetical
N1.HOG0000261	OG0000201	n0		ctg55_47|hypothetical															O9299_17955|hypothetical	O9334_10205|hypothetical		O9336_14810|hypothetical
N1.HOG0000262	OG0000202	n0		ctg196_2|biosynthetic		ctg241_1|biosynthetic												O9290_20205|biosynthetic		O9334_21250|biosynthetic		
N1.HOG0000263	OG0000203	n0		ctg68_5|biosynthetic-additional		ctg148_19|biosynthetic-additional										ctg122_15|biosynthetic-additional		O9290_01015|biosynthetic-additional		O9334_10510|biosynthetic-additional		
N1.HOG0000264	OG0000204	n0		ctg68_6|biosynthetic-additional		ctg148_18|biosynthetic-additional										ctg122_16|biosynthetic-additional		O9290_01020|biosynthetic-additional		O9334_10515|biosynthetic-additional		
N1.HOG0000265	OG0000205	n0		ctg68_7|transport		ctg148_17|transport										ctg122_17|transport		O9290_01025|transport		O9334_10520|transport		
N1.HOG0000266	OG0000206	n0		ctg83_12|hypothetical		ctg35_1|hypothetical										ctg4_7|hypothetical				O9334_06785|hypothetical	O9324_10455|hypothetical	
N1.HOG0000267	OG0000207	n0		ctg83_29|hypothetical		ctg35_6|hypothetical								ctg1648_5|hypothetical				O9290_04855|hypothetical		O9334_06870|hypothetical		
N1.HOG0000268	OG0000208	n0		ctg83_30|hypothetical		ctg35_7|hypothetical								ctg1648_4|hypothetical				O9290_04850|hypothetical		O9334_06875|hypothetical		
N1.HOG0000269	OG0000209	n0		ctg217_15|hypothetical														O9290_18900|hypothetical, O9290_07500|hypothetical		O9334_00295|hypothetical		
N1.HOG0000270	OG0000210	n0			ctg489_17|hypothetical										O9326_06185|hypothetical	ctg148_24|hypothetical		O9290_18955|hypothetical			O9324_21685|hypothetical	
N1.HOG0000271	OG0000211	n0			ctg489_18|hypothetical										O9326_06190|hypothetical	ctg148_25|hypothetical		O9290_18970|hypothetical			O9324_21680|hypothetical	
N1.HOG0000272	OG0000212	n0			ctg489_19|regulatory										O9326_06195|regulatory	ctg148_26|regulatory		O9290_18975|regulatory			O9324_21675|regulatory	
N1.HOG0000273	OG0000213	n0			ctg489_20|hypothetical										O9326_06200|hypothetical	ctg148_27|hypothetical		O9290_18980|hypothetical			O9324_21670|hypothetical	
N1.HOG0000274	OG0000214	n0			ctg569_6|biosynthetic-additional					O9300_01890|biosynthetic-additional		ctg166_19|biosynthetic-additional			O9326_16455|biosynthetic-additional	ctg112_3|biosynthetic-additional						
N1.HOG0000275	OG0000215	n0			ctg569_7|hypothetical					O9300_01885|hypothetical		ctg166_18|hypothetical			O9326_16450|hypothetical	ctg112_2|hypothetical						
N1.HOG0000276	OG0000216	n0			ctg569_8|hypothetical					O9300_01880|hypothetical		ctg166_17|hypothetical			O9326_16445|hypothetical	ctg112_1|hypothetical						
N1.HOG0000277	OG0000217	n0			ctg138_8|biosynthetic-additional			O9329_24295|biosynthetic-additional				ctg71_26|biosynthetic-additional									O9324_18515|biosynthetic-additional	
N1.HOG0000278	OG0000218	n0			ctg138_13|hypothetical			O9329_24265|hypothetical				ctg71_20|hypothetical									O9324_18490|hypothetical	
N1.HOG0000279	OG0000219	n0			ctg98_11|hypothetical							ctg26_28|hypothetical							O9299_07680|hypothetical		O9324_06465|hypothetical	O9336_12175|hypothetical
N1.HOG0000280	OG0000220	n0				ctg148_23|biosynthetic								ctg849_1|biosynthetic-additional	O9326_00660|biosynthetic	ctg188_1|biosynthetic		O9290_00995|biosynthetic				
N1.HOG0000281	OG0000221	n0				ctg148_30|hypothetical										ctg122_20|hypothetical, ctg122_22|hypothetical		O9290_01040|hypothetical, O9290_00955|hypothetical				
N1.HOG0000282	OG0000222	n0					ctg221_13|hypothetical	O9329_20010|hypothetical				ctg5_2|hypothetical							O9299_01395|hypothetical			O9336_07365|hypothetical
N1.HOG0000283	OG0000223	n0						O9329_16030|biosynthetic				ctg180_58|biosynthetic			O9326_07245|biosynthetic	ctg194_6|biosynthetic						
N1.HOG0000284	OG0000224	n0						O9329_18700|biosynthetic-additional				ctg16_67|biosynthetic-additional							O9299_06730|biosynthetic-additional			O9336_08080|biosynthetic-additional
N1.HOG0000285	OG0000225	n0						O9329_18705|hypothetical				ctg16_68|hypothetical							O9299_06735|hypothetical			O9336_08085|hypothetical
N1.HOG0000286	OG0000226	n0						O9329_18710|hypothetical				ctg16_69|hypothetical							O9299_06740|hypothetical			O9336_08090|hypothetical
N1.HOG0000287	OG0000227	n0								O9300_09005|hypothetical, O9300_09010|hypothetical					O9326_09975|hypothetical	ctg160_28|other					O9324_00070|hypothetical	
N1.HOG0000288	OG0000228	n0	ctg10_16|biosynthetic-additional				ctg64_44|biosynthetic-additional										ctg25_19|biosynthetic-additional, ctg86_14|biosynthetic-additional					
N1.HOG0000289	OG0000229	n0	ctg10_24|hypothetical				ctg64_51|hypothetical				O9275_18165|hypothetical						ctg86_8|hypothetical					
N1.HOG0000290	OG0000230	n0	ctg10_25|biosynthetic				ctg64_52|biosynthetic				O9275_18170|biosynthetic						ctg86_7|biosynthetic					
N1.HOG0000291	OG0000231	n0	ctg10_26|hypothetical				ctg64_53|hypothetical				O9275_18175|hypothetical						ctg86_6|hypothetical					
N1.HOG0000292	OG0000232	n0	ctg114_8|hypothetical				ctg180_8|hypothetical					ctg269_3|hypothetical					ctg125_8|hypothetical					
N1.HOG0000293	OG0000233	n0	ctg68_22|hypothetical				ctg36_10|hypothetical					ctg109_1|hypothetical										
N1.HOG0000294	OG0000234	n0	ctg68_23|hypothetical				ctg36_9|hypothetical					ctg109_2|hypothetical										
N1.HOG0000295	OG0000235	n0	ctg52_55|hypothetical									ctg26_25|hypothetical			O9326_10355|hypothetical	ctg160_20|hypothetical						
N1.HOG0000296	OG0000236	n0	ctg31_22|other				ctg151_19|other										ctg188_22|other	O9290_00350|other				
N1.HOG0000297	OG0000237	n0	ctg35_45|other												O9326_10265|other	ctg160_2|other	ctg168_33|other					
N1.HOG0000298	OG0000238	n0	ctg35_46|other												O9326_10270|other	ctg160_3|other	ctg168_32|other					
N1.HOG0000299	OG0000239	n0	ctg35_65|hypothetical			ctg682_7|hypothetical											ctg168_13|hypothetical	O9290_15745|hypothetical				
N1.HOG0000300	OG0000240	n0	ctg35_66|hypothetical			ctg682_8|hypothetical											ctg168_12|hypothetical	O9290_15750|hypothetical				
N1.HOG0000301	OG0000241	n0	ctg35_75|hypothetical														ctg168_3|hypothetical		O9299_19120|hypothetical			O9336_00735|hypothetical
N1.HOG0000302	OG0000242	n0	ctg35_76|hypothetical														ctg168_2|hypothetical		O9299_19125|hypothetical			O9336_00740|hypothetical
N1.HOG0000303	OG0000243	n0	ctg38_32|transport				ctg109_20|transport										ctg3_32|transport					
N1.HOG0000304	OG0000244	n0	ctg38_34|hypothetical				ctg109_22|hypothetical										ctg3_34|hypothetical	O9290_20195|hypothetical				
N1.HOG0000305	OG0000245	n0		ctg80_15|hypothetical, ctg217_9|hypothetical																O9334_13490|hypothetical, O9334_00325|hypothetical		
N1.HOG0000306	OG0000246	n0		ctg55_10|hypothetical								ctg151_8|hypothetical								O9334_10020|hypothetical		
N1.HOG0000307	OG0000247	n0		ctg55_11|biosynthetic-additional								ctg151_9|biosynthetic-additional								O9334_10025|biosynthetic-additional		
N1.HOG0000308	OG0000248	n0		ctg55_12|hypothetical								ctg151_10|hypothetical								O9334_10030|hypothetical		
N1.HOG0000309	OG0000249	n0		ctg55_40|hypothetical															O9299_17920|hypothetical	O9334_10170|hypothetical		O9336_14775|hypothetical
N1.HOG0000310	OG0000250	n0		ctg55_41|hypothetical															O9299_17925|hypothetical	O9334_10175|hypothetical		O9336_14780|hypothetical
N1.HOG0000311	OG0000251	n0		ctg55_42|hypothetical															O9299_17930|hypothetical	O9334_10180|hypothetical		O9336_14785|hypothetical
N1.HOG0000312	OG0000252	n0		ctg217_2|hypothetical, ctg196_12|hypothetical																O9334_00365|hypothetical, O9334_21295|hypothetical		
N1.HOG0000313	OG0000253	n0		ctg83_7|hypothetical												ctg4_2|hypothetical				O9334_06765|hypothetical	O9324_10440|hypothetical	
N1.HOG0000314	OG0000254	n0		ctg83_8|hypothetical												ctg4_3|hypothetical				O9334_06770|hypothetical	O9324_10445|hypothetical	
N1.HOG0000315	OG0000255	n0		ctg83_11|hypothetical												ctg4_6|hypothetical				O9334_06780|hypothetical	O9324_10450|hypothetical	
N1.HOG0000316	OG0000256	n0		ctg83_16|hypothetical														O9290_08285|hypothetical, O9290_08275|hypothetical		O9334_06805|hypothetical		
N1.HOG0000317	OG0000257	n0		ctg83_21|hypothetical								ctg26_45|hypothetical								O9334_06830|hypothetical	O9324_06510|hypothetical	
N1.HOG0000318	OG0000258	n0		ctg83_26|hypothetical				O9329_04835|hypothetical				ctg26_39|hypothetical								O9334_06855|hypothetical		
N1.HOG0000319	OG0000259	n0		ctg83_27|hypothetical				O9329_04840|hypothetical				ctg26_38|hypothetical								O9334_06860|hypothetical		
N1.HOG0000320	OG0000260	n0		ctg83_31|hypothetical		ctg35_8|hypothetical								ctg1648_3|hypothetical				O9290_04845|hypothetical				
N1.HOG0000321	OG0000261	n0		ctg217_14|hypothetical														O9290_18905|hypothetical		O9334_00300|hypothetical		
N1.HOG0000322	OG0000262	n0		ctg217_16|other														O9290_18895|other		O9334_00290|other		
N1.HOG0000323	OG0000263	n0			ctg489_16|hypothetical										O9326_06180|hypothetical	ctg148_23|hypothetical						
N1.HOG0000324	OG0000264	n0			ctg560_5|hypothetical									ctg555_2|hypothetical				O9290_11910|hypothetical			O9324_10765|hypothetical	
N1.HOG0000325	OG0000265	n0			ctg560_8|biosynthetic-additional					O9300_09035|biosynthetic-additional								O9290_11925|biosynthetic-additional			O9324_10750|biosynthetic-additional	
N1.HOG0000326	OG0000266	n0			ctg560_9|biosynthetic-additional													O9290_11930|biosynthetic-additional, O9290_20210|biosynthetic-additional			O9324_10745|biosynthetic-additional	
N1.HOG0000327	OG0000267	n0			ctg638_2|biosynthetic	ctg286_2|biosynthetic												O9290_21750|biosynthetic			O9324_10785|biosynthetic	
N1.HOG0000328	OG0000268	n0			ctg467_1|biosynthetic	ctg204_2|biosynthetic							O9338_12555|biosynthetic					O9290_24115|biosynthetic				
N1.HOG0000329	OG0000269	n0			ctg138_6|hypothetical			O9329_24310|hypothetical				ctg71_32|hypothetical										
N1.HOG0000330	OG0000270	n0			ctg639_4|hypothetical										O9326_03860|hypothetical	ctg35_28|hypothetical					O9324_03980|hypothetical	
N1.HOG0000331	OG0000271	n0			ctg639_5|hypothetical										O9326_03855|hypothetical	ctg35_27|hypothetical					O9324_03975|hypothetical	
N1.HOG0000332	OG0000272	n0				ctg725_15|hypothetical						ctg114_2|hypothetical, ctg327_18|hypothetical				ctg304_9|hypothetical						
N1.HOG0000333	OG0000273	n0				ctg104_13|hypothetical							O9338_13730|hypothetical					O9290_00580|hypothetical			O9324_19180|hypothetical	
N1.HOG0000334	OG0000274	n0				ctg104_14|hypothetical							O9338_13735|hypothetical					O9290_00575|hypothetical			O9324_19185|hypothetical	
N1.HOG0000335	OG0000275	n0				ctg104_15|hypothetical							O9338_13740|hypothetical					O9290_00570|hypothetical			O9324_19190|hypothetical	
N1.HOG0000336	OG0000276	n0				ctg148_14|hypothetical										ctg122_21|hypothetical, ctg122_19|hypothetical		O9290_01035|hypothetical				
N1.HOG0000337	OG0000277	n0				ctg46_26|hypothetical												O9290_26260|hypothetical	O9299_05430|hypothetical			O9336_11220|hypothetical
N1.HOG0000338	OG0000278	n0				ctg46_27|hypothetical												O9290_26255|hypothetical	O9299_05425|hypothetical			O9336_11215|hypothetical
N1.HOG0000339	OG0000279	n0				ctg46_29|hypothetical						ctg105_11|hypothetical							O9299_05415|hypothetical			O9336_11205|hypothetical
N1.HOG0000340	OG0000280	n0						O9329_24260|hypothetical				ctg71_19|hypothetical				ctg122_9|hypothetical						
N1.HOG0000341	OG0000281	n0						O9329_19245|other						ctg1209_6|other, ctg1209_18|other, ctg1209_35|other								
N1.HOG0000342	OG0000282	n0						O9329_22195|hypothetical				ctg16_54|hypothetical							O9299_17970|hypothetical			O9336_14825|hypothetical
N1.HOG0000343	OG0000283	n0						O9329_16035|hypothetical				ctg180_57|hypothetical			O9326_07250|hypothetical	ctg194_7|hypothetical						
N1.HOG0000344	OG0000284	n0						O9329_16055|hypothetical				ctg180_52|hypothetical			O9326_07270|hypothetical	ctg194_13|hypothetical						
N1.HOG0000345	OG0000285	n0						O9329_18635|biosynthetic-additional, O9329_18625|biosynthetic-additional				ctg14_2|biosynthetic-additional, ctg14_4|biosynthetic-additional										
N1.HOG0000346	OG0000286	n0										ctg16_72|other							O9299_06755|other			O9336_08105|other
N1.HOG0000347	OG0000287	n0										ctg16_73|hypothetical							O9299_06760|hypothetical			O9336_08110|hypothetical
N1.HOG0000348	OG0000288	n0																O9290_00890|hypothetical	O9299_10825|hypothetical			O9336_14580|hypothetical
N1.HOG0000349	OG0000289	n0												ctg1209_31|transport	O9326_07240|transport	ctg194_5|transport						
N1.HOG0000350	OG0000290	n0										ctg180_53|hypothetical				ctg194_3|hypothetical, ctg194_12|hypothetical						
N1.HOG0000351	OG0000291	n0										ctg26_27|hypothetical							O9299_07675|hypothetical		O9324_06460|hypothetical	O9336_12170|hypothetical
N1.HOG0000352	OG0000292	n0											O9338_01100|hypothetical					O9290_20220|hypothetical, O9290_19145|hypothetical, O9290_18965|hypothetical				
N1.HOG0000353	OG0000293	n0											O9338_07805|hypothetical		O9326_07120|hypothetical	ctg234_3|hypothetical					O9324_24165|hypothetical	
N1.HOG0000354	OG0000294	n0												ctg30_2|biosynthetic-additional, ctg30_1|biosynthetic-additional				O9290_08310|biosynthetic-additional, O9290_08315|biosynthetic-additional				
N1.HOG0000355	OG0000295	n0													O9326_22430|hypothetical	ctg148_2|hypothetical			O9299_10815|hypothetical			O9336_14590|hypothetical
N1.HOG0000356	OG0000296	-	ctg10_12|hypothetical				ctg64_42|hypothetical										ctg86_16|hypothetical					
N1.HOG0000357	OG0000297	-	ctg10_17|hypothetical				ctg64_45|hypothetical										ctg86_13|hypothetical					
N1.HOG0000358	OG0000298	-	ctg10_18|hypothetical				ctg64_46|hypothetical										ctg86_12|hypothetical					
N1.HOG0000359	OG0000299	-	ctg10_19|biosynthetic-additional				ctg64_48|biosynthetic-additional										ctg86_11|biosynthetic-additional					
N1.HOG0000360	OG0000300	-	ctg10_29|biosynthetic-additional				ctg64_56|biosynthetic-additional										ctg86_3|biosynthetic-additional					
N1.HOG0000361	OG0000301	-	ctg10_30|biosynthetic-additional				ctg64_57|biosynthetic-additional										ctg86_2|biosynthetic-additional					
N1.HOG0000362	OG0000302	-	ctg60_6|hypothetical									ctg109_12|hypothetical					ctg21_6|hypothetical					
